学生姓名,课程类型,教师,课程序号,上课日期,中文星期,西班牙语星期,英语星期,西班牙时间,学生当地时间,时差,课时计算,当日学习内容,页数,教师反馈
Mason_188,小组课,Anna,L001860,08/20/2026,周四,jueves,Thursday,15:00,06:00,-9h,1.0,语法,7,完成本节内容
Mia_375,小组课,Anna（教务）,L001861,2026/08/27,周四,jueves,Thursday,15:00,09:00,-6h,2.0,听力,2,完成本节内容
Ryan_282,班课,Anna,L001861,2026/08/27,周四,jueves,Thursday,15:00,21:00,+6h,2.0,口语,11,完成本节内容
Liam291,小组课,Anna,L001861,2026年8月27日,周四,jueves,Thursday,15:00,21:00,+6h,2.0,语法,9,完成本节内容
Patrick_007,小组课,Anna,L001861,08/27/2026,周四,jueves,Thursday,15:00,15:00,+0h,2.0,复习,12,完成本节内容
Sofia_455,小组课,Anna,L001861,2026-08-27,周四,jueves,Thursday,15:00,21:00,+6h,2.0,语法,3,完成本节内容
Mason_188（教务）,小组课,Anna,L001861,2026/08/27,周四,jueves,Thursday,15:00,09:00,-6h,2.0,口语,5,完成本节内容
Mason_438,班课,Sandra,L001862,2026-08-23,周日,domingo,Sunday,15:00,06:00,-9h,1.0,语法,1,课堂参与积极
Mason_438,小组课,Sandra（教务）,L001863,08/30/2026,周日,domingo,Sunday,15:00,06:00,-9h,1.67,语法,13,完成本节内容
Jason_194,班课,Pablo,L001864,2025-07-23,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,听力,2,课堂参与积极
Elynn173,班课,Pablo,L001864,2025/07/23,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,口语,4,课堂参与积极
Mia_275（教务）,班课,Pablo,L001864,2025/07/23,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,语法,1,课堂参与积极
Jason_194,小组课,Pablo,L001865,2025-07-30,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,语法,9,语法掌握一般
Elynn_173,班课,Pablo,L001865,2025-07-30,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,阅读,5,语法掌握一般
Mia_275,小组课,Pablo（教务）,L001865,2025-07-30,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,语法,14,语法掌握一般
Jason_194,小组课,Pablo,L001866,08/06/2025,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,语法,9,课堂参与积极
Elynn_173（教务）,班课,Pablo,L001866,08/06/2025,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,阅读,4,课堂参与积极
Mia275,小组课,Pablo,L001866,2025-08-06,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,复习,8,课堂参与积极
Jason_194（教务）,小组课,Pablo,L001867,2025-08-13,周三,miércoles,Wednesday,18:00,12:00,-6h,2.0,语法,7,完成本节内容
Elynn173,小组课,Pablo,L001867,2025-08-13,周三,miércoles,Wednesday,18:00,18:00,+0h,2.0,口语,8,完成本节内容
Mia_275,小组课,Pablo,L001867,2025年8月13日,周三,miércoles,Wednesday,18:00,02:00,+8h,2.0,阅读,13,完成本节内容
Jason_194,小组课,Pablo,L001868,2025年8月20日,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,语法,1,
Elynn_173,班课,Pablo,L001868,08/20/2025,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,语法,11,
Mia_275,小组课,Pablo,L001868,2025年8月20日,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,复习,3,
Jason_194,小组课,Pablo,L001869,08/27/2025,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,阅读,10,语法掌握一般
Elynn_173,小组课,Pablo,L001869,08/27/2025,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,口语,4,语法掌握一般
Mia_275,班课,Pablo,L001869,2025年8月27日,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,语法,4,语法掌握一般
Jason194,小组课,Pablo,L001870,2025-09-03,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,语法,13,完成本节内容
Elynn_173,班课,Pablo,L001870,2025-09-03,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,复习,6,完成本节内容
Mia_275,小组课,Pablo,L001870,09/03/2025,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,复习,1,完成本节内容
Jason194,班课,Pablo（教务）,L001871,2025/09/10,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,听力,9,课堂参与积极
Elynn_173,小组课,Pablo,L001871,09/10/2025,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,复习,7,课堂参与积极
Mia275,小组课,Pablo,L001871,2025/09/10,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,语法,12,课堂参与积极
Jason194,小组课,Pablo（教务）,L001872,2025-09-17,周三,miércoles,Wednesday,18:00,11:00,-7h,1.0,口语,7,完成本节内容
Elynn_173,班课,Pablo（教务）,L001872,2025-09-17,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,阅读,13,完成本节内容
Mia_275,班课,Pablo,L001872,2025-09-17,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,口语,3,完成本节内容
Jason194,小组课,Pablo,L001873,2025-09-24,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,复习,2,课堂参与积极
Elynn_173,小组课,Pablo,L001873,2025年9月24日,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,语法,2,课堂参与积极
Mia275,班课,Pablo,L001873,2025年9月24日,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,复习,9,课堂参与积极
Jason_194,班课,Pablo（教务）,L001874,10/01/2025,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,口语,1,
Elynn_173（教务）,小组课,Pablo（教务）,L001874,2025/10/01,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,语法,6,
Mia_275,班课,Pablo,L001874,2025/10/01,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,复习,10,
Jason_194,小组课,Pablo（教务）,L001875,2025-10-08,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,听力,10,课堂参与积极
Elynn173,小组课,Pablo,L001875,10/08/2025,周三,miércoles,Wednesday,18:00,18:00,+0h,1.5,复习,3,课堂参与积极
Mia_275,班课,Pablo,L001875,2025/10/08,周三,miércoles,Wednesday,18:00,03:00,+9h,1.5,复习,1,课堂参与积极
Jason_194（教务）,班课,Pablo,L001876,2025/10/15,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,口语,13,语法掌握一般
Elynn_173,班课,Pablo,L001876,2025/10/15,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,阅读,13,语法掌握一般
Mia275,小组课,Pablo,L001876,2025/10/15,周三,miércoles,Wednesday,18:00,03:00,+9h,1.0,听力,6,语法掌握一般
Jason194,小组课,Pablo,L001877,10/22/2025,周三,miércoles,Wednesday,18:00,09:00,-9h,1.67,阅读,7,完成本节内容
Elynn_173,小组课,Pablo,L001877,10/22/2025,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,阅读,12,完成本节内容
Mia_275（教务）,小组课,Pablo,L001877,2025/10/22,周三,miércoles,Wednesday,18:00,03:00,+9h,1.67,语法,2,完成本节内容
Jason_194,班课,Pablo,L001878,2025/10/29,周三,miércoles,Wednesday,18:00,13:00,-5h,1.67,阅读,14,语法掌握一般
Elynn_173,小组课,Pablo,L001878,10/29/2025,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,口语,3,语法掌握一般
Mia_275,小组课,Pablo,L001878,2025/10/29,周三,miércoles,Wednesday,18:00,04:00,+10h,1.67,阅读,9,语法掌握一般
Jason194,小组课,Pablo,L001879,2025-11-05,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,口语,11,课堂参与积极
Elynn_173,小组课,Pablo,L001879,2025/11/05,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,口语,1,课堂参与积极
Mia_275,小组课,Pablo,L001879,2025年11月5日,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,阅读,7,课堂参与积极
Jason_194,小组课,Pablo,L001880,2025-11-12,周三,miércoles,Wednesday,18:00,14:00,-4h,1.0,语法,12,需要加强口语练习
Elynn173,班课,Pablo,L001880,2025-11-12,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,口语,2,需要加强口语练习
Mia_275,班课,Pablo,L001880,2025-11-12,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,听力,7,需要加强口语练习
Jason_194（教务）,班课,Pablo,L001881,2025/11/19,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,语法,12,需要加强口语练习
Elynn_173,班课,Pablo,L001881,2025/11/19,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,阅读,14,需要加强口语练习
Mia275,小组课,Pablo,L001881,2025年11月19日,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,复习,1,需要加强口语练习
Jason_194,班课,Pablo,L001882,2025年11月26日,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,复习,9,
Elynn_173,班课,Pablo,L001882,2025/11/26,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,语法,6,
Mia_275,班课,Pablo（教务）,L001882,2025/11/26,周三,miércoles,Wednesday,18:00,04:00,+10h,1.67,听力,4,
Jason_194,班课,Pablo（教务）,L001883,2025/12/03,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,复习,9,完成本节内容
Elynn_173,小组课,Pablo,L001883,2025-12-03,周三,miércoles,Wednesday,18:00,17:00,-1h,1.0,阅读,12,完成本节内容
Mia_275,小组课,Pablo,L001883,2025/12/03,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,听力,12,完成本节内容
Jason_194（教务）,小组课,Pablo,L001884,2025-12-10,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,口语,4,完成本节内容
Elynn_173,班课,Pablo,L001884,2025-12-10,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,复习,5,完成本节内容
Mia_275,小组课,Pablo,L001884,2025年12月10日,周三,miércoles,Wednesday,18:00,05:00,+11h,1.0,语法,10,完成本节内容
Jason_194,小组课,Pablo,L001885,2025-12-17,周三,miércoles,Wednesday,18:00,11:00,-7h,1.0,语法,4,语法掌握一般
Elynn173,班课,Pablo,L001885,2025-12-17,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,口语,10,语法掌握一般
Mia_275（教务）,班课,Pablo（教务）,L001885,2025-12-17,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,阅读,9,语法掌握一般
Jason_194,小组课,Pablo,L001886,2025年12月24日,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,口语,13,完成本节内容
Elynn_173（教务）,小组课,Pablo,L001886,2025/12/24,周三,miércoles,Wednesday,18:00,18:00,+0h,1.5,复习,6,完成本节内容
Mia_275,班课,Pablo,L001886,2025-12-24,周三,miércoles,Wednesday,18:00,02:00,+8h,1.5,口语,7,完成本节内容
Jason_194,小组课,Pablo,L001887,2025-12-31,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,语法,6,完成本节内容
Elynn_173,班课,Pablo,L001887,2025-12-31,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,阅读,12,完成本节内容
Mia_275,小组课,Pablo,L001887,12/31/2025,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,听力,2,完成本节内容
Jason_194,班课,Pablo,L001888,2026-01-07,周三,miércoles,Wednesday,18:00,12:00,-6h,2.0,口语,2,课堂参与积极
Elynn_173,小组课,Pablo（教务）,L001888,01/07/2026,周三,miércoles,Wednesday,18:00,18:00,+0h,2.0,语法,5,课堂参与积极
Mia_275,小组课,Pablo,L001888,2026/01/07,周三,miércoles,Wednesday,18:00,04:00,+10h,2.0,听力,14,课堂参与积极
Jason_194,班课,Pablo,L001889,2026-01-14,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,口语,13,完成本节内容
Elynn_173,小组课,Pablo,L001889,2026/01/14,周三,miércoles,Wednesday,18:00,18:00,+0h,1.5,语法,4,完成本节内容
Mia_275,班课,Pablo,L001889,2026-01-14,周三,miércoles,Wednesday,18:00,02:00,+8h,1.5,语法,7,完成本节内容
Jason_194,班课,Pablo,L001890,01/21/2026,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,听力,3,需要加强口语练习
Elynn173,小组课,Pablo,L001890,2026-01-21,周三,miércoles,Wednesday,18:00,21:00,+3h,1.0,口语,4,需要加强口语练习
Mia_275,班课,Pablo,L001890,2026-01-21,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,语法,2,需要加强口语练习
Jason_194,小组课,Pablo,L001891,2026/01/28,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,复习,1,需要加强口语练习
Elynn_173（教务）,小组课,Pablo,L001891,2026年1月28日,周三,miércoles,Wednesday,18:00,20:00,+2h,1.0,语法,9,需要加强口语练习
Mia_275,班课,Pablo,L001891,01/28/2026,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,阅读,2,需要加强口语练习
Jason_194,小组课,Pablo,L001892,2026/02/04,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,语法,4,需要加强口语练习
Elynn_173,小组课,Pablo（教务）,L001892,2026/02/04,周三,miércoles,Wednesday,18:00,18:00,+0h,1.5,口语,3,需要加强口语练习
Mia_275,班课,Pablo（教务）,L001892,2026/02/04,周三,miércoles,Wednesday,18:00,04:00,+10h,1.5,语法,11,需要加强口语练习
Jason_194,小组课,Pablo,L001893,2026年2月11日,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,口语,3,完成本节内容
Elynn_173,小组课,Pablo,L001893,2026-02-11,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,语法,8,完成本节内容
Mia_275（教务）,班课,Pablo,L001893,2026年2月11日,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,阅读,8,完成本节内容
Jason_194,小组课,Pablo,L001894,2026-02-18,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,口语,2,课堂参与积极
Elynn_173（教务）,小组课,Pablo,L001894,02/18/2026,周三,miércoles,Wednesday,18:00,19:00,+1h,1.0,复习,13,课堂参与积极
Mia_275,小组课,Pablo,L001894,2026/02/18,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,口语,10,课堂参与积极
Jason_194（教务）,班课,Pablo,L001895,2026-02-25,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,复习,13,完成本节内容
Elynn_173,小组课,Pablo,L001895,2026/02/25,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,听力,1,完成本节内容
Mia_275,班课,Pablo,L001895,2026年2月25日,周三,miércoles,Wednesday,18:00,05:00,+11h,1.0,复习,3,完成本节内容
Jason_194（教务）,小组课,Pablo,L001896,2026-03-04,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,阅读,7,课堂参与积极
Elynn_173,班课,Pablo,L001896,03/04/2026,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,听力,9,课堂参与积极
Mia_275,小组课,Pablo,L001896,2026/03/04,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,复习,5,课堂参与积极
Jason_194,班课,Pablo,L001897,2026-03-11,周三,miércoles,Wednesday,18:00,13:00,-5h,1.0,口语,13,需要加强口语练习
Elynn_173（教务）,小组课,Pablo,L001897,03/11/2026,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,语法,2,需要加强口语练习
Mia275,班课,Pablo,L001897,2026-03-11,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,复习,5,需要加强口语练习
Jason_194,班课,Pablo,L001898,2026年3月18日,周三,miércoles,Wednesday,18:00,13:00,-5h,2.0,阅读,7,语法掌握一般
Elynn173,小组课,Pablo,L001898,03/18/2026,周三,miércoles,Wednesday,18:00,18:00,+0h,2.0,语法,6,语法掌握一般
Mia_275,班课,Pablo,L001898,2026-03-18,周三,miércoles,Wednesday,18:00,05:00,+11h,2.0,阅读,6,语法掌握一般
Jason_194,班课,Pablo,L001899,2026-03-25,周三,miércoles,Wednesday,18:00,13:00,-5h,1.0,阅读,13,
Elynn_173,班课,Pablo（教务）,L001899,03/25/2026,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,复习,13,
Mia275,小组课,Pablo（教务）,L001899,2026年3月25日,周三,miércoles,Wednesday,18:00,04:00,+10h,1.0,听力,2,
Jason_194,班课,Pablo,L001900,04/01/2026,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,阅读,2,需要加强口语练习
Elynn_173,班课,Pablo,L001900,2026/04/01,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,阅读,2,需要加强口语练习
Mia275,班课,Pablo,L001900,2026-04-01,周三,miércoles,Wednesday,18:00,03:00,+9h,1.67,听力,8,需要加强口语练习
Jason_194,小组课,Pablo,L001901,2026年4月8日,周三,miércoles,Wednesday,18:00,13:00,-5h,1.67,口语,14,完成本节内容
Elynn_173,小组课,Pablo,L001901,2026-04-08,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,听力,2,完成本节内容
Mia_275,小组课,Pablo,L001901,2026-04-08,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,口语,2,完成本节内容
Jason_194,小组课,Pablo,L001902,04/15/2026,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,复习,6,语法掌握一般
Elynn_173,小组课,Pablo,L001902,2026/04/15,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,听力,2,语法掌握一般
Mia_275,班课,Pablo,L001902,2026-04-15,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,听力,9,语法掌握一般
Jason_194,小组课,Pablo,L001903,2026/04/22,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,复习,4,完成本节内容
Elynn_173,小组课,Pablo,L001903,04/22/2026,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,口语,10,完成本节内容
Mia275,班课,Pablo,L001903,2026-04-22,周三,miércoles,Wednesday,18:00,01:00,+7h,1.67,听力,3,完成本节内容
Jason_194,班课,Pablo,L001904,2026年4月29日,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,听力,8,需要加强口语练习
Elynn_173,小组课,Pablo,L001904,2026-04-29,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,复习,10,需要加强口语练习
Mia_275,小组课,Pablo,L001904,2026-04-29,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,语法,4,需要加强口语练习
Jason_194,小组课,Pablo,L001905,05/06/2026,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,口语,14,完成本节内容
Elynn_173,小组课,Pablo,L001905,2026-05-06,周三,miércoles,Wednesday,18:00,17:00,-1h,1.5,阅读,13,完成本节内容
Mia275,小组课,Pablo,L001905,2026/05/06,周三,miércoles,Wednesday,18:00,02:00,+8h,1.5,口语,11,完成本节内容
Jason_194,班课,Pablo,L001906,2026-05-13,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,语法,5,需要加强口语练习
Elynn_173,班课,Pablo,L001906,2026-05-13,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,复习,4,需要加强口语练习
Mia_275,班课,Pablo,L001906,2026年5月13日,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,阅读,9,需要加强口语练习
Jason194,班课,Pablo,L001907,2026/05/20,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,阅读,8,语法掌握一般
Elynn_173,班课,Pablo,L001907,2026/05/20,周三,miércoles,Wednesday,18:00,18:00,+0h,1.5,语法,9,语法掌握一般
Mia_275,小组课,Pablo,L001907,2026年5月20日,周三,miércoles,Wednesday,18:00,02:00,+8h,1.5,语法,9,语法掌握一般
Jason_194（教务）,小组课,Pablo,L001908,2026-05-27,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,听力,10,语法掌握一般
Elynn_173,小组课,Pablo（教务）,L001908,2026-05-27,周三,miércoles,Wednesday,18:00,19:00,+1h,1.0,语法,9,语法掌握一般
Mia_275,班课,Pablo,L001908,2026/05/27,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,复习,8,语法掌握一般
Jason_194,小组课,Pablo,L001909,2026-06-03,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,阅读,3,
Elynn_173,小组课,Pablo,L001909,06/03/2026,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,听力,8,
Mia_275,小组课,Pablo,L001909,06/03/2026,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,语法,14,
Jason194,小组课,Pablo,L001910,2026/06/10,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,口语,2,完成本节内容
Elynn_173（教务）,小组课,Pablo,L001910,2026年6月10日,周三,miércoles,Wednesday,18:00,16:00,-2h,1.5,听力,8,完成本节内容
Mia275,小组课,Pablo,L001910,2026-06-10,周三,miércoles,Wednesday,18:00,00:00,+6h,1.5,口语,7,完成本节内容
Jason_194,班课,Pablo（教务）,L001911,2026-06-17,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,口语,2,完成本节内容
Elynn_173,小组课,Pablo,L001911,2026/06/17,周三,miércoles,Wednesday,18:00,18:00,+0h,1.5,听力,7,完成本节内容
Mia_275,班课,Pablo,L001911,2026-06-17,周三,miércoles,Wednesday,18:00,02:00,+8h,1.5,语法,9,完成本节内容
Jason_194,小组课,Pablo,L001912,2026年6月24日,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,口语,3,完成本节内容
Elynn_173,小组课,Pablo,L001912,2026/06/24,周三,miércoles,Wednesday,18:00,17:00,-1h,1.5,语法,14,完成本节内容
Mia_275,小组课,Pablo,L001912,2026/06/24,周三,miércoles,Wednesday,18:00,02:00,+8h,1.5,语法,10,完成本节内容
Jason_194（教务）,班课,Pablo,L001913,07/01/2026,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,语法,7,完成本节内容
Elynn_173（教务）,小组课,Pablo（教务）,L001913,2026/07/01,周三,miércoles,Wednesday,18:00,15:00,-3h,1.0,语法,1,完成本节内容
Mia_275（教务）,班课,Pablo（教务）,L001913,2026-07-01,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,语法,8,完成本节内容
Jason_194,班课,Pablo,L001914,07/08/2026,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,口语,3,完成本节内容
Elynn_173,小组课,Pablo,L001914,2026-07-08,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,复习,13,完成本节内容
Mia_275,小组课,Pablo,L001914,2026年7月8日,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,口语,14,完成本节内容
Jason_194,小组课,Pablo,L001915,2026年7月15日,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,听力,7,课堂参与积极
Elynn173,小组课,Pablo,L001915,2026-07-15,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,口语,10,课堂参与积极
Mia_275,班课,Pablo,L001915,2026/07/15,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,复习,3,课堂参与积极
Jason_194,小组课,Pablo,L001916,2026/07/22,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,听力,3,完成本节内容
Elynn173,班课,Pablo,L001916,2026-07-22,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,语法,14,完成本节内容
Mia_275（教务）,班课,Pablo,L001916,07/22/2026,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,阅读,4,完成本节内容
Jason_194,小组课,Pablo,L001917,2026-07-29,周三,miércoles,Wednesday,18:00,12:00,-6h,1.67,复习,9,课堂参与积极
Elynn_173,小组课,Pablo,L001917,2026-07-29,周三,miércoles,Wednesday,18:00,18:00,+0h,1.67,复习,5,课堂参与积极
Mia_275,班课,Pablo,L001917,2026-07-29,周三,miércoles,Wednesday,18:00,02:00,+8h,1.67,口语,3,课堂参与积极
Jason194,班课,Pablo,L001918,2026年8月5日,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,口语,4,语法掌握一般
Elynn_173,班课,Pablo,L001918,2026年8月5日,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,复习,7,语法掌握一般
Mia_275,班课,Pablo,L001918,2026/08/05,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,口语,9,语法掌握一般
Jason_194,小组课,Pablo,L001919,2026/08/12,周三,miércoles,Wednesday,18:00,12:00,-6h,1.5,口语,8,
Elynn173,班课,Pablo,L001919,2026年8月12日,周三,miércoles,Wednesday,18:00,18:00,+0h,1.5,复习,12,
Mia_275,班课,Pablo,L001919,2026年8月12日,周三,miércoles,Wednesday,18:00,02:00,+8h,1.5,阅读,9,
Jason_194,小组课,Pablo,L001920,2026-08-19,周三,miércoles,Wednesday,18:00,12:00,-6h,1.0,阅读,1,需要加强口语练习
Elynn_173,小组课,Pablo,L001920,2026-08-19,周三,miércoles,Wednesday,18:00,18:00,+0h,1.0,复习,14,需要加强口语练习
Mia_275,班课,Pablo,L001920,2026-08-19,周三,miércoles,Wednesday,18:00,02:00,+8h,1.0,听力,13,需要加强口语练习
Jason_194,班课,Pablo,L001921,2026-08-26,周三,miércoles,Wednesday,18:00,12:00,-6h,2.0,口语,8,完成本节内容
Elynn173,班课,Pablo（教务）,L001921,2026-08-26,周三,miércoles,Wednesday,18:00,18:00,+0h,2.0,语法,14,完成本节内容
Mia_275（教务）,小组课,Pablo,L001921,2026-08-26,周三,miércoles,Wednesday,18:00,03:00,+9h,2.0,阅读,10,完成本节内容
Liam_391,班课,Alba,L001922,2025年12月21日,周日,domingo,Sunday,18:00,09:00,-9h,1.67,口语,9,完成本节内容
Sarah_148,小组课,Alba,L001922,2025年12月21日,周日,domingo,Sunday,18:00,12:00,-6h,1.67,阅读,12,完成本节内容
Jack_418,班课,Alba,L001922,2025-12-21,周日,domingo,Sunday,18:00,04:00,+10h,1.67,听力,13,完成本节内容
David200,小组课,Alba,L001922,12/21/2025,周日,domingo,Sunday,18:00,17:00,-1h,1.67,口语,1,完成本节内容
Nina_145（教务）,小组课,Alba,L001922,12/21/2025,周日,domingo,Sunday,18:00,09:00,-9h,1.67,复习,3,完成本节内容
Liam_391,班课,Alba,L001923,2025-12-28,周日,domingo,Sunday,18:00,09:00,-9h,1.0,阅读,9,完成本节内容
Sarah_148,小组课,Alba,L001923,2025年12月28日,周日,domingo,Sunday,18:00,12:00,-6h,1.0,语法,8,完成本节内容
Jack_418（教务）,小组课,Alba,L001923,12/28/2025,周日,domingo,Sunday,18:00,06:00,+12h,1.0,阅读,4,完成本节内容
David_200,班课,Alba,L001923,12/28/2025,周日,domingo,Sunday,18:00,17:00,-1h,1.0,阅读,11,完成本节内容
Nina_145,小组课,Alba,L001923,2025-12-28,周日,domingo,Sunday,18:00,09:00,-9h,1.0,阅读,13,完成本节内容
Liam_391,班课,Alba,L001924,2026/01/04,周日,domingo,Sunday,18:00,10:00,-8h,1.67,听力,1,完成本节内容
Sarah_148,班课,Alba,L001924,2026-01-04,周日,domingo,Sunday,18:00,12:00,-6h,1.67,听力,4,完成本节内容
Jack_418,班课,Alba,L001924,2026-01-04,周日,domingo,Sunday,18:00,04:00,+10h,1.67,语法,11,完成本节内容
David_200,班课,Alba（教务）,L001924,2026-01-04,周日,domingo,Sunday,18:00,17:00,-1h,1.67,口语,13,完成本节内容
Nina145,小组课,Alba,L001924,2026-01-04,周日,domingo,Sunday,18:00,09:00,-9h,1.67,口语,14,完成本节内容
Liam_391,小组课,Alba,L001925,2026-01-11,周日,domingo,Sunday,18:00,09:00,-9h,1.0,听力,13,课堂参与积极
Sarah_148,班课,Alba,L001925,2026/01/11,周日,domingo,Sunday,18:00,12:00,-6h,1.0,语法,13,课堂参与积极
Jack_418（教务）,小组课,Alba,L001925,2026-01-11,周日,domingo,Sunday,18:00,04:00,+10h,1.0,阅读,2,课堂参与积极
David_200,小组课,Alba,L001925,2026/01/11,周日,domingo,Sunday,18:00,17:00,-1h,1.0,阅读,3,课堂参与积极
